Unnamed: 0,text,label
2383,mua date xa nânbxjdjdndndjxjdndjskajsnxbfbdjwnxbxnxjsjsnbxjcjjejsndbxnsjsjcnndbbdjsjskanansnxncjjfnfncncjcnn,"[0, 0, 0, 0, 0, 1, 0]"
2384,hàng chất_lượng ok lắm ạ mua biết_bao_nhiêu ạ 5,"[0, 0, 0, 1, 0, 0, 0]"
2385,giao hàng nhanh đóng_gói cẩn_thận giá hợp_lý quà mua,"[1, 1, 0, 0, 0, 0, 0]"
2386,sữa hàng date mới biết mẫu giao mẫu cũ hay mẫu mới hác hàng mua ngoài idsplaza,"[0, 0, 0, 0, 0, 1, 0]"
2387,phục_vụ tốt ship luôn nhận đơn hàng giá tốt thx,"[1, 1, 0, 0, 1, 0, 0]"
2388,sản_phẩm thuốc tác_dụng thay_thế thuốc chữa bệnh xuất_xứ hàng nội_địa hàn_quốc date mới hiện_tại date tới tháng 72021 công_ty phương linh nhập_khẩu nguyên lon trực_tiếp nhà_máy đầy_đủ giấy_tờ chứng_minh nguồn_gốc xuất_xứ hộp tem phụ tem chống h,"[0, 0, 0, 0, 0, 0, 0]"
2389,mượn tạm video hàng giao nhanh phục_vụ tốt đặt hôm hôm nhận đc hàng chất_lượng dùng biết,"[1, 0, 0, 0, 1, 0, 0]"
2390,da nhan hang xai cung tam duoc mgg jntsale khong ap dung duoc,"[0, 0, 0, 0, 0, 0, 0]"
2391,m chuyên cung_cấp loại giống hoa giá rẻ chất_lượng tốt bao màu bao sống ạ,"[0, 0, 0, 0, 0, 0, 0]"
2392,sữa chính_hãng date xa thơm ngon nhé,"[0, 0, 1, 1, 0, 1, 0]"
2393,sữa hsd xa,"[0, 0, 0, 0, 0, 1, 0]"
2394,chất_lượng tốt giao hàng nhanh ủng_hộ mua tiếp ️ ️ ️ ️ ️,"[1, 0, 0, 1, 0, 0, 0]"
2395,odossososodi m mxkdrooepwxndskwowoosxjxnnxxjxi đôixkxnjekwooxixjdieowoixxxdjeoedxnr dkdofifooxokoeodxo,"[0, 0, 0, 0, 0, 0, 0]"
2396,giao hàng nhanh lấy tạm ảnh gói hàng cẩn_thận mua ak,"[1, 0, 0, 0, 0, 0, 0]"
2397,lười chụp ảnh sữa ngon thoem hạn sử_dụng 3 tháng,"[0, 0, 0, 1, 0, 0, 0]"
2398,mua t2 ở nói_chung con họp sữa dùng sữa,"[0, 0, 0, 0, 0, 0, 1]"
2399,giao hàng siêu nhanh sản_phẩm đóng_gói chắc_chắn đầy_đủ check đc mã,"[1, 0, 1, 0, 0, 0, 0]"
2400,rat hai_lòng ve san pham giao hang nhanh chât lương rât tot phục vu nhanh nhiet tinh tu van rat hai_lòng ve san pham giao hang nhanh chât lương rât tot phục vu nhanh nhiet tinh tu rat hai_lòng ve san pham giao hang nhanh chât lương rât tot phục vu nhanh nhiet tinh tu v,"[1, 0, 0, 1, 1, 0, 0]"
2401,giao hàng nhanh_chóng đóng hàng cẩn_thận,"[1, 0, 0, 0, 0, 0, 0]"
2402,tốt đúng chủng_loại,"[0, 0, 1, 1, 0, 0, 0]"
2403,giao hàng nhanh đóng_gói chắc_chắn hình_thức túi sữa mới bung rách chỗ 5,"[1, 0, 0, 0, 0, 0, 0]"
2404,sản_phẩm đúng mô_tả hi_vọng con thích,"[0, 0, 1, 0, 0, 0, 0]"
2405,cồi sò ròm dung dáng gia dc tạm 4,"[0, 0, 0, 0, 0, 0, 0]"
2406,mua giao hàng nhanh bọc hàng cẩn_thận mua tiếp_theo,"[1, 0, 0, 0, 0, 0, 0]"
2407,giao hàng nhanh sản_phẩm đúng vs mô_tả đóng_gói sapr phẩm chắc_chắn dùng bit chất_lượng thế_nào dùng r đánh_giá tiếp,"[1, 0, 0, 0, 0, 0, 0]"
2408,đầu dùng bỉm tràn biết trào thấm hút tốt mới tè 1bai mẹ thay,"[0, 0, 0, 0, 0, 0, 1]"
2409,qc gioi thieu internet viettel nhan tien thuong cong 100 000d vao tai khoan goc gioi thieu thanh cong ban be nguoi than su dung internet viettel giam them 50 000d nguoi duoc gioi thieu chi tiet truy cap https viettel vnlan toa hoac lh 18008168 0d tu i qc soan tc3 gui 199,"[0, 0, 0, 0, 0, 0, 0]"
2410,giao lâu mong_đợi hy_vọng sữa thiệt chjwa giao lâu,"[1, 0, 0, 0, 0, 0, 0]"
2411,sản_phẩm tốt nha date xa 2022 lận giá bán cạnh_tranh bên ngoài,"[0, 1, 0, 1, 0, 1, 0]"
2412,giai hàng nhanh luôn tư_vấn nhiệt_tình nói chùng hài_lòng luôn,"[0, 0, 0, 0, 0, 0, 0]"
2413,đóng_gói cẩn_thận giao hàng đóng_gói cẩn_thận giao hàng nhanh đóng_gói cẩn_thận giao hàng nhanh,"[1, 0, 0, 0, 0, 0, 0]"
2414,đóng_gói cẩn_thận thời_gian giao hàng nhanh mua giá flash sale áp mã giảm_giá rẻ luôn,"[1, 1, 0, 0, 0, 0, 0]"
2415,đóng_gói kỹ_càng,"[1, 0, 0, 0, 0, 0, 0]"
2416,giá rẻ date mới giao nhanh mua r yên_tâm vs ️ ️,"[1, 1, 0, 0, 0, 1, 0]"
2417,giao hàng nhanh sữa đúng loại mẫu_mã mua trong đợt sale đc giảm chút mỗi_tội mua 3 hộp,"[1, 1, 1, 0, 0, 0, 0]"
2418,mua nhìu ruiiiiii 8,"[0, 0, 0, 0, 0, 0, 0]"
2419,giao hàng nhanh gửi đúng quà chất_lượng hài_lòng,"[1, 0, 0, 1, 1, 0, 0]"
2420,sản_phẩm tốt uy_tín chất_lượng ủng_hộ dài_dài,"[0, 0, 1, 1, 0, 0, 0]"
2421,giao hàng nhanh sản_phẩm đc bao linon bên ngoài hộp mua sản_phẩm phù_hợp giá tiền cảm_ơn,"[1, 1, 0, 0, 0, 0, 0]"
2422,chat luong sp tot da mua nhieu lan,"[0, 0, 0, 1, 0, 0, 0]"
2423,bỉm mềm thấm hút ok tầm giá cánh ôm mông bé ổnnnnnnnn,"[0, 1, 0, 1, 0, 0, 0]"
2424,giúp bé phát_triển tốt về thể_lực sữa nan nga mang đến hệ dưỡng_chất cân_bằng đạm chất_béo carbonhydrat vitamin cung_cấp đủ năng_lượng phục_vụ hoạt_động trong ngày bé đặc_biệt phát_minh độc_quyền đến nestle thuỵ_sĩ ra_đời đạm chất_lượng optipro hàm_lượng đủ,"[0, 0, 0, 1, 0, 0, 0]"
2425,giao hàng nhanh đóng_gói cẩn_thận giá tốt hy_vọng bé uống hợp ủng_hộ tiếp,"[1, 1, 0, 0, 0, 0, 0]"
2426,dùng biết nhưg thây thiếu tem dán nắp giông siêu_thị,"[0, 0, 1, 0, 0, 0, 0]"
2427,dùng biết ntn,"[0, 0, 0, 0, 0, 0, 0]"
2428,giao hàng nhanh đóng_gói chắc_chắn,"[1, 0, 0, 0, 0, 0, 0]"
2429,mua 3 con thích uống sữa jsjsjsjjsnsnsnsnsnsnsnsjjsjs,"[0, 0, 0, 0, 0, 0, 0]"
2430,sữa thơm ngon hết_mình mua tiếp,"[0, 0, 0, 1, 0, 0, 0]"
2431,tóc đẹp thật,"[0, 0, 0, 1, 0, 0, 0]"
2432,đóng_gói cẩn_thận 5,"[1, 0, 0, 0, 0, 0, 0]"
2433,thơm ngon nhé con nhà m thích ủng_hộ,"[0, 0, 0, 1, 0, 0, 0]"
2434,chất_lượng ok mua,"[0, 0, 0, 1, 0, 0, 0]"
2435,sorry nếu_ hình_ảnh kì_vọng mục_đích kiếm 200 xu nhà chuyên_dùng loại sữa bàn,"[0, 0, 0, 0, 0, 0, 0]"
2436,giao chậm ok,"[1, 0, 0, 1, 0, 0, 0]"
2437,sản_phẩm tốt giao hàng nhanh đặt_hàng thứ 3 con dùng ổn hay gửi mã giảm_giá mua giá hợp_lý,"[1, 1, 0, 1, 0, 0, 0]"
2438,sữa nga ban_đêm sánh đặc thơm ngon vị ngọt hiến trẻ ngấy uống hộp sữa pruto ban_đêm giúp bé một bữa ăn đầy_đủ dinh_dưỡng no lâu quấy hóc ban_đêm ngủ ngon,"[0, 0, 0, 1, 0, 0, 0]"
2439,hàng giao chậm_trễ,"[1, 0, 0, 0, 0, 0, 0]"
2440,ship nhanh cơn gió giao đúng mẫu đúng màu làm_ăn chuyên_nghiệp,"[1, 0, 1, 0, 1, 0, 0]"
2441,mua chất_lượng ok trc đóng_gói méo ở phần đít méo nhẹ cẩn_thận tương_đối hài_lòng ủng_hộ,"[1, 0, 0, 1, 0, 0, 0]"
2442,mua đóng hàng chuyên_nghiệp giao nhanh tem mác đầy_đủ like,"[1, 0, 1, 0, 0, 0, 0]"
2443,giao hàng cực nhanh luon ‍ ️ ‍ ️ ‍ ️ ‍ ️ ‍ ️ ‍ ️ ‍ ️ ‍ ️ ‍ ️ ‍ ️ ‍ ️ ‍ ️ ‍ ️ ‍ ️ ‍ ️,"[1, 0, 0, 0, 0, 0, 0]"
2444,giao hàng nhanh đóng_gói cẩn_thận chất_lượng sản_phẩm tốt,"[1, 0, 0, 1, 0, 0, 0]"
2445,tuyệt_vời tuyệt_vời tuyệt_vời tuyệt_vời tuyệt_vời tuyệt_vời,"[0, 0, 0, 0, 0, 0, 0]"
2446,sản_phẩm ok giao hàng nhanh,"[1, 0, 0, 1, 0, 0, 0]"
2447,giao nhanh chất_lượng o gói ỹ ở hcm nhận đẹp móp méo j ạ 5 chất_lượng tiếp_tục ủng_hộ,"[1, 0, 0, 1, 0, 0, 0]"
2448,giao hàng nhanh đóng_gói cũ săn đc sale giá siêu hời hàng date xa,"[1, 1, 0, 0, 0, 1, 0]"
2449,jevieksbudk2b chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm đẹp chắc_chắn thời_gian giao hàng nhanh,"[1, 0, 0, 1, 0, 0, 0]"
2450,giao hàng tương_đối nhanh chất_lượng sử_dụng review đc,"[1, 0, 0, 0, 0, 0, 0]"
2451,đóng_gói cẩn_thận giao hàng nhanh hạn sử_dụng dài,"[1, 0, 0, 0, 0, 1, 0]"
2452,hàng chính_hãng giao hàng nhanh,"[1, 0, 1, 0, 0, 0, 0]"
2453,nhận hàng nhanh giao hàng nhanh giá rẻ hợn khác,"[1, 1, 0, 0, 0, 0, 0]"
2454,nhận hàng đóng_gói sản_phẩm đẹp chắc_chắn cảm_ơn,"[1, 0, 0, 0, 0, 0, 0]"
2455,nay a_giao hàng đưa 5 hộp sữa giật_mình tưởng 5 vỉ,"[0, 0, 0, 0, 0, 0, 0]"
2456,hộp méo giao ch thật vọng mua giao kiểm_tra kĩ,"[1, 0, 0, 0, 0, 0, 0]"
2457,check mã_vạch ok hàng móp biết bên vận_chuyển hay giao hàng móp,"[1, 0, 1, 0, 0, 0, 0]"
2458,ưng_ý sp nhé jkbju gij yln ụvhu gjnj hkkr69v8o ịnn ụô 58po 69998g 899i ui7uf 6uhoi,"[0, 0, 0, 0, 0, 0, 0]"
2459,giao hàng lâu hàng về kiểm_tra bên trong biết mua mấy tạm dược,"[1, 0, 0, 0, 0, 0, 0]"
2460,sữa đặt 3010 111 nhận sp mua kèm sữa tắm đc tách đơn hôm mới nhận đc đóng_gói kỹ sữa oki balo km nhỏ xinh ngăn nhỏ thay_vì một ngăn to balo ng khoá mở hóc tí nói_chung ok,"[1, 0, 0, 1, 1, 0, 0]"
2461,chia_sẻ bạn_bè phụ tưới cây nhé https games shopee vnuniversal linkfarmshare html skey 7eb8286c941670ec69091e09723158e1 schannel copyinfo,"[0, 0, 0, 0, 0, 0, 0]"
2462,hàng y hình giao hàng nhanh_chóng gói hàng cẩn_thận date dài 2022,"[1, 0, 1, 0, 0, 1, 0]"
2463,đóng_gói cẩn_thận,"[1, 0, 0, 0, 0, 0, 0]"
2464,giao hàng nhanh sản_phẩm tốt đóng_gói chắc_chắn phục_vụ tốt,"[1, 0, 0, 1, 1, 0, 0]"
2465,sữa tốt ủng_hộ jo mới phản_hồi thank,"[0, 0, 0, 1, 0, 0, 0]"
2466,bên giao hàng nhanh shipper thân_thiện hàng chuẩn ủng_hộ,"[1, 0, 1, 0, 0, 0, 0]"
2467,sữa ngon bé thích ngọt nhẹ dùng ngày đêm đóng_gói cẩn_thận,"[1, 0, 0, 1, 0, 0, 0]"
2468,ảnh ở lấy tạm ảnh giao hàng nhanh đóng_gói đẹp sp date xa,"[1, 0, 0, 0, 0, 1, 0]"
2469,đóng_gói sp cẩn_thận chắc_chắn thời_gian giao hàng nhanh_chóng phục_vụ tốt,"[1, 0, 0, 0, 1, 0, 0]"
2470,hộp móp xí ok hehe,"[1, 0, 0, 0, 0, 0, 0]"
2471,mua mấy đểu check mã đc gia rẻ hon khác tự_dưng laii táo kb sưuax hay xnxnnxnxnxnxnxnxnxnxxn,"[0, 1, 1, 1, 0, 0, 0]"
2472,nhận hàng đóng_gói cẩn_thận hàng chuẩn hay chec,"[1, 0, 0, 0, 0, 0, 0]"
2473,bỉm mỏng nhẹ thấm hút tốt dùng đêm đc m dùng đêm tràn ướt hết q áo,"[0, 0, 0, 1, 0, 0, 0]"
2474,giao hàng siêu nhanh đóng_gói cẩn_thận date xa tít_tắp ủng_hộ tiếp,"[1, 0, 0, 0, 0, 1, 0]"
2475,giao hàng nhanh tiếc người mua đc 5 lon sữa giá 538k hic,"[1, 0, 0, 0, 0, 0, 0]"
2476,sữa ok giao hàng nhanh havdhjdnsjgxbdjxhbsnsjxhnah hsnj nsnzhhssmjzbsnjzzbznzihsbsnzb,"[1, 0, 0, 0, 0, 0, 0]"
2477,mua 3 chất_lượng bàn nũa ạ giao nhanh,"[1, 0, 0, 1, 0, 0, 0]"
2478,bán giá ok vơis khac đóng_gói hàng cẩn_thận chất,"[1, 1, 0, 0, 0, 0, 0]"
2479,liên_hệ pe tgian giao hàng chậm đặt 9 ngày hàng mới giao thị_trường nan nga bán nhìu mua đỡ nan vn con định nhận r đấy tin_tưởng đầu thôi lấy sd pik ntn 5 hi_vọng ok nhé,"[1, 0, 0, 0, 0, 0, 0]"
2480,sản_phẩm đẹp giao hàng tương_đối nhanh nói_chung ôke ủng_hộ,"[1, 0, 0, 1, 0, 0, 0]"
2481,mua nhận_xét,"[0, 0, 0, 0, 0, 0, 0]"
2482,hàng đóng_gói cẩn_thận hộp móp méo giao m hộp méo đóng_gói,"[1, 0, 0, 0, 1, 0, 0]"
2483,giao hàng nhanh chất luoq gj ok tiềnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnn,"[1, 1, 0, 1, 0, 0, 0]"
2484,sd 5 nhé,"[0, 0, 0, 0, 0, 0, 0]"
2485,sữa đêm ngon dễ uống sữa ngày nhé béo béo thơm thơm uống hoài biết bé ớn k,"[0, 0, 0, 0, 0, 0, 1]"
2486,giao hàng nhanh gói hàng cẩn_thận,"[1, 0, 0, 0, 0, 0, 0]"
2487,giao hang cuc nhanh chat luong san pham tot dong goi can than,"[0, 0, 0, 0, 0, 0, 0]"
2488,giao đủ sữa đúng vị date xa bé nhà thích uống tiếp_tục ủng_hộ,"[1, 0, 0, 0, 0, 1, 0]"
2489,váng sữa bé m thích ăn đợt hết hàng đợi mãi giờ mới,"[0, 0, 0, 0, 0, 0, 1]"
2490,bỉm mỏng nhẹ thấm hút tốt mua giá rẻ khác tg giao hàng nhanh,"[1, 1, 0, 1, 0, 0, 0]"
2491,ok nhé,"[0, 0, 0, 0, 0, 0, 1]"
2492,check mã_vạch đúng khui lon vón cục ủng_hộ mua tiếp đăng tạm ảnh bé,"[0, 0, 1, 0, 0, 0, 0]"
2493,mua đóng_gói cẩn_thận lắm nnnnbvvvvvvhbbbbbbbbbbvvbbbbbbbb,"[1, 0, 0, 0, 0, 0, 0]"
2494,sữa dễ uống mua giao hàng nhanh,"[1, 0, 0, 1, 0, 0, 0]"
2495,sản_phẩm đúng cáo chất_lượng tốt 5,"[0, 0, 0, 1, 0, 0, 0]"
2496,mua đóng_hộp đóng_gói cẩn_thận móp lọ chất_lượng tốt,"[1, 0, 0, 1, 0, 0, 0]"
2497,giao hàng nhanh đóng_gói sản_phẩm chắc_chắn phục_vụ tốt,"[1, 0, 0, 0, 1, 0, 0]"
2498,giao hàng nhanh mua đc mã giảm_giá đc giá tốt dùng đánh_giá đc chất_lượng,"[1, 1, 0, 0, 0, 0, 0]"
2499,giao hàng nhanh lắm ạ đặt hang hôm_qua nay da roi ạ mua nhieu lân roi chata lượng ok ạ,"[1, 0, 0, 0, 0, 0, 0]"
2500,mua biết đánh luôn giá ổn_áp mấy hác hi_vọng buôn_bán hàng chuẩn mẹ yên_tâm ủng_hộ lâu_dài nè,"[0, 1, 0, 0, 0, 0, 0]"
2501,sản_phẩm hình đóng_gói cẩn_thận chất_lượng đảm_bảo hàng chính_hãng ủng_hộ dài,"[1, 0, 1, 1, 0, 0, 0]"
2502,giao hàng nhanh đóng_gói cẩn_thận date dài ủng_hộ,"[1, 0, 0, 1, 0, 1, 0]"
2503,giao hàng nhah date dài hi_vọng cu nhà thik vị,"[1, 0, 0, 1, 0, 0, 0]"
2504,ok sp dúng mô_tả cố_gắng giao sớm tý nhé,"[1, 0, 1, 0, 0, 0, 0]"
2505,giao hàng siêu nhanh date cực xa,"[1, 0, 0, 0, 0, 1, 0]"
2506,date cao sữa mới đóng_gói tốt nhà bán hàng uy_tín ủng_hộ tiếp,"[1, 0, 0, 0, 1, 1, 0]"
2507,giao hàng nhanh đóng_gói cẩn_thận ủng_hộ tiếp,"[1, 0, 0, 0, 0, 0, 0]"
2508,sản_phẩm chất_lượng giao hàng nhanh đóng_gói kỹ_càng mua gần ba năm xã ủng_hộ tiếp_tục chúc mua may bán dat,"[1, 0, 0, 1, 0, 0, 0]"
2509,bỉm ok nha ship siêu nhanh quay mua dài_dài,"[1, 0, 0, 1, 0, 0, 0]"
2510,giao hàng nhanh chất_lượng ok giá_thành hợp_lý cám_ơn tặng 5 ️ nhé ️ ️ ️,"[1, 1, 0, 1, 0, 0, 0]"
2511,hanngf đóng_gói vận_chuyển nhanh_chóng chất_lượng pediasure j bàn cảm_ơn nhé,"[1, 0, 0, 1, 0, 0, 0]"
2512,mua đánh_giá mang tính_chất kiếm xu thôi,"[0, 0, 0, 0, 0, 0, 1]"
2513,giao thiếu xử_lý nhanh hợp_lý jdjnfnfkdkdbdoebdhfofncofncjfienfifknfjdofbsgsvdkfbfjdnfjfkcbjfkfnbcjcbckfjf,"[1, 0, 0, 0, 1, 0, 0]"
2514,check mã_vạch chất_lượng biết thế_nào hơ8 thắc_mắc giá rẻ hộp mua ảnh video liên_quan,"[0, 1, 1, 0, 0, 0, 0]"
2515,mh cảm_nhận mh thích dùng gold dùng night dùng gold hết mấy bảo đợt quyết_định dùng thử night thích lắm mấy loại hác dùng thử nhg chắc trung_thành gold thôi,"[0, 0, 0, 0, 0, 0, 1]"
2516,giao hàng nhanh giá tốt dùng biết chất_lượng,"[1, 1, 0, 0, 0, 0, 0]"
2517,hình liên_quan chủ_yếu lấy xu sản_phẩm giá tốt chỗ giao hàng lâu 5 ủng_hộ,"[1, 1, 0, 0, 0, 0, 0]"
2518,mẫu mới date mới giá sale rẻ đóng_gói cẩn_thận hài_lòng,"[0, 1, 1, 1, 0, 1, 0]"
2519,đóng_gói chắc_chắn dùng biết thế_nào ok ủng_hộ dài,"[1, 0, 0, 0, 0, 0, 0]"
2520,giao hàng cực nhanh đóng_gói hàng chắc_chắn sản_phẩm thơm bé thích 5,"[1, 0, 0, 1, 0, 0, 0]"
2521,hà_nội giao hcm 3 ngày nhận đc giá o gói ĩ thời_gian chụp hình mang tính_chất lấy xu cám_ơn,"[1, 1, 0, 0, 0, 0, 0]"
2522,bé nhà đổi glico sang meiji bé thích uống,"[0, 0, 0, 0, 0, 0, 1]"
2523,sp check code dc giá rẻ chỗ khác giao hàng nhanh_chóng m mua gần chục tin_tưởng,"[1, 1, 1, 0, 0, 0, 0]"
2524,nhận sữa nha kkkkkkakakakakkakakakaskskskskksskkssk,"[0, 0, 0, 0, 0, 0, 0]"
2525,phục_vụ nhiệt_tình giao đúng mẫu đúng size thứ n mua ok,"[0, 0, 1, 0, 1, 0, 0]"
2526,hàng bọc cẩn_thận giống quảng_cáo,"[1, 0, 0, 0, 0, 0, 0]"
2527,đặt shoppe thùng lazada hoang_mang xíu chất_lượng sản_phẩm tốt đóng_gói chắc_chắn giao nhanh,"[1, 0, 0, 1, 0, 0, 0]"
2528,sản_phẩm hàng mới xử_lý đơn hàng đảm_bảo khách hài_lòng,"[0, 0, 0, 1, 1, 0, 0]"
2529,đóng_gói đẹp chắc_chắn giao hàng nhanh sữa chuẩn hộp nguyên_vẹn móp méo mua sữa j chê tư_vấn nhiệt_tình,"[1, 0, 1, 1, 1, 0, 0]"
2530,ả đăng tạm giao hàng nhanh tv nhiệt_tình chúc buôn may bán đắt,"[1, 0, 0, 0, 1, 0, 0]"
2531,chất_lượng tốt mua hhhhhhhhhjjjjjjjjjjjjjjjjjjjjđddđèeeeeddedfffjisgsudjdnnjnnnnn,"[0, 0, 0, 1, 0, 0, 0]"
2532,bao_bì có_vẻ xịn xò sữa thơm vị ngọt quay đánh_giá chất_lượng,"[0, 0, 0, 0, 0, 0, 1]"
2533,mua rùi bé trộm_vía thích_hợp dungg sưqx nqyf yên_tâm mua,"[0, 0, 0, 0, 0, 0, 0]"
2534,sản_phẩm ️ ️ ️ ️ ️ ️ ️ ️ ️ ️ ️ ️ ️ ️ ️ ️ ️ ️ ️,"[0, 0, 0, 1, 0, 0, 0]"
2535,hàng đóng_gói cẩn_thận giao nhanh mua tiếp_tục ủng_hộ dài_dài,"[1, 0, 0, 0, 0, 0, 0]"
2536,uống thử sản_phẩm date mới bao_bì đóng_gói cẩn_thận,"[1, 0, 0, 1, 0, 1, 0]"
2537,uống ngọt con hợp tắc môi tội tiêng anh hay tiếng việt đi èm biết pha dư,"[0, 0, 0, 1, 0, 0, 0]"
2538,đóng_gói cẩn_thận giao hàng nhanh sữa ok luôn,"[1, 0, 0, 1, 0, 0, 0]"
2539,hạn sử_dụng đến tháng 9 hết hạn r,"[0, 0, 0, 0, 0, 1, 0]"
2540,phuc vu nhiệt_tình đóng_gói cẩn_thận,"[1, 0, 0, 0, 1, 0, 0]"
2541,nhận hàng giao hàng nhanh đưoecj tặng khẩu_trang,"[1, 0, 0, 0, 1, 0, 0]"
2542,chat lượng sản pham chua biet vi chua dung giao hang nhanh dong goi chắc_chắn,"[1, 0, 0, 0, 0, 0, 0]"
2543,giao hàng nhanh sp chính_hãng mua n,"[1, 0, 1, 0, 0, 0, 0]"
2544,đặt hộp sữa chọn loại bt 55khộp giao loại móp vỡ nắp nà tính tiền bt mua hàng đầu r đầu trc m nhắc nhẹ giao hộp vỡ nút cài xem xử_lý thoả_đáng m đặt tiếp,"[1, 0, 0, 0, 1, 0, 0]"
2545,mua roi sp tốt giá rẻ hàng đóng_gói cẩn_thận tiếp_tục ủng_hộ,"[1, 1, 0, 1, 0, 0, 0]"
2546,đóng_gói cẩn_thận hàng chuẩn mua ủng_hộ tiếp,"[1, 0, 1, 0, 0, 0, 0]"
2547,toàn mua bỉm mới mua 6 tải dùng hết tải giờ mua 4 tải heheeeeee,"[0, 0, 0, 0, 0, 0, 1]"
2548,giao hàng nhanh đóng_gói cẩn_thận m mới mua đầu hiểu vỏ hộp loại khác nhau,"[1, 0, 0, 0, 0, 0, 0]"
2549,chất_lượng ok nhé vận_chuyển nhanh cặp sp đi kèm đâu thôi kệ ủng_hộ,"[1, 0, 0, 1, 1, 0, 0]"
2550,mua quà giao hàng chậm shiper quen giao hàng gọi qa nhà đưa mẹ m về nhận iểm_tra ủng_hộ sale,"[1, 0, 0, 0, 1, 0, 0]"
2551,bao_bì kiểu bóng mờ khác loại trc mua biết tnao,"[0, 0, 1, 0, 0, 0, 0]"
2552,giao hàng nhanh đóng_gói sản_phẩm cẩn_thận hàng chuẩn date xa ưng_ý quay đặt_hàng tiếp nhé cảm_ơn nhiệt_tình báo gấp thế_là gửi luôn vui lắm ý,"[1, 0, 0, 1, 1, 1, 0]"
2553,sp ok giao hàng nhanh đóng_gói chắc_chắn okkkkkkkkk,"[1, 0, 0, 0, 0, 0, 0]"
2554,giao hàng nhanh đóng_gói siêu cẩn_thận sữa chuẩn mua tiếp_tục mua,"[1, 0, 1, 1, 1, 0, 0]"
2555,sữa thơm bé nhà thích mới dùng thử biết rõ tác_dụng,"[0, 0, 0, 1, 0, 0, 0]"
2556,date 2021 hàng ok giao hàng ok mmm,"[1, 0, 0, 1, 0, 1, 0]"
2557,sữa tốt giao hàng nhanh ủng_hộ,"[1, 0, 0, 1, 0, 0, 0]"
2558,chất_lượng sản_phẩm tốt giá ưu_đãi đẹp gói kỹ ship nhanh tôi luôn yêu thôi,"[1, 1, 0, 1, 0, 0, 0]"
2559,mua ưng ủng_hộ thường_xuyên hihi,"[0, 0, 0, 0, 0, 0, 1]"
2560,giao hàng nhanh đủ hàng ủng_hộ coa nhu câu,"[1, 0, 0, 0, 0, 0, 0]"
2561,11 thág augmentin 500 5gói therelene 5vien clopheniramin 5vien acemuc 00 5 gói chia làm 5 ngày_ngày uống,"[0, 0, 0, 0, 0, 0, 0]"
2562,mua lon dùng thử nói_chung hàng tốt sp giống hình,"[0, 0, 1, 0, 0, 0, 0]"
2563,mua hài_lòng đầu ưng nhất giao hàng nhanh,"[1, 0, 0, 0, 0, 0, 0]"
2564,đóng_gói đẹp gọn_gàng giao hàng nhanh thử bi con hợp_tác,"[1, 0, 0, 0, 0, 0, 0]"
2565,giao đúng loại giao hàng nhanh mua bỉm hài_lòng,"[1, 0, 0, 0, 0, 0, 0]"
2566,sản_phẩm giống hình hạn_dùng tận năm hai nghìn trăm hai_mươi_hai,"[0, 0, 1, 1, 0, 1, 0]"
2567,sữa date xa ủng_hộ,"[0, 0, 0, 0, 0, 1, 0]"
2568,hàng tốt test mã_vạch luôn chính_hãng sữa nhạt thanh,"[0, 0, 1, 1, 0, 0, 0]"
2569,giao đúng vị loãng chỗ khác nhãn_mác giống chỗ khác biết hàng,"[0, 0, 1, 1, 0, 0, 0]"
2570,bỉm tốt giá phải_chăng mua nha mọi người mua ở mấy săn sale ngày 1212 giá rẻ tha_hồ dùng bỉm bé cảm_ơn nhé,"[0, 1, 0, 1, 0, 0, 0]"
2571,mua hàng chuẩn giao hàng nhanh tiếp_tục ủng_hộ,"[1, 0, 1, 1, 0, 0, 0]"
2572,ship hàng nhanh sữa chuẩn chính_hãng date xa đợt săn sale lấy đại hộp chụp hình thôi,"[1, 0, 1, 0, 0, 1, 0]"
2573,nhận đc hàng giao hàng nhanh_chóng đóng_gói cẩn_thận dùng thử bỉm biết o,"[1, 0, 0, 0, 0, 0, 0]"
2574,giao hàng nhanh mua thứ hài_lòng giá rẻ khác ủng_hộ tiếp,"[1, 1, 0, 0, 0, 0, 0]"
2575,hàng nhận đx hình_ảnh mang tính minh_hoạ sp mua hai chất lg ok nhé bạn,"[0, 0, 0, 1, 0, 0, 0]"
2576,mua 4 ưng,"[0, 0, 0, 0, 0, 0, 1]"
2577,nhận hàng ưng_ý sản_phẩm giá_thành phù_hợp chất_lượng hi_vọng tiếp_tục mua sản_phẩm tốt,"[0, 1, 0, 1, 0, 0, 0]"
2578,hàng đóng_gói đẹp chắc_chắn giao hàng nhanh,"[1, 0, 0, 0, 0, 0, 0]"
2579,chất_lượng tốt giao hàng nhanh tiếp_tục ủng_hộ mong deal hơm,"[1, 0, 0, 1, 0, 0, 0]"
2580,1wdfrrggyhh xdfghhsaw đêgvcsauiwaawa fewwrygvww2tgc reyhfwdgh,"[0, 0, 0, 0, 0, 0, 0]"
2581,giao hàng nhanh chất_lượng sp tốt,"[1, 0, 0, 1, 0, 0, 0]"
2582,đọc bình_luận nói hàng công_ty ma kpit đúng sữa e bé lo,"[0, 0, 0, 0, 0, 0, 1]"
