,text,label
1751,hạn 2022 săn sale giá rẻ chất_lượng chưa chưa đóng_gói cẩn_thận,"[1, 1, 0, 0, 1, 1, 0]"
1752,giao nhanh đong goi đep hạn,"[0, 0, 0, 0, 0, 0, 0]"
1753,giao hàng hoàn tốt gou,"[1, 1, 0, 1, 0, 0, 0]"
1754,1 hộp móp,"[0, 0, 0, 0, 0, 0, 1]"
1755,tem cty đầy_đủ giá_cả ko mất ship ủng_hộ shop lâu_dài,"[1, 1, 1, 0, 0, 0, 0]"
1756,bọc cẩn_thận giao đúng phân_loại giao hàng nhanh hài_lòng,"[1, 0, 0, 0, 0, 0, 0]"
1757,hàng cám_ơn shop 💓 gói hàng kỹ đẹp ❤ 🍭,"[1, 0, 0, 0, 0, 0, 0]"
1758,2 mua shop trộm_vía vẻ hợp nan nga nan việt ship 90k rẻ sg,"[1, 1, 0, 0, 0, 0, 1]"
1759,mua 2 dự_định khách_hàng thân_thiết,"[0, 0, 0, 0, 0, 0, 1]"
1760,đóng_gói kỹ sữa tốt,"[1, 0, 0, 1, 0, 0, 0]"
1761,chất_lượng sản_phẩm tốt,"[0, 0, 0, 1, 0, 0, 0]"
1762,bé uống,"[0, 0, 0, 0, 0, 0, 1]"
1763,sữa nắp xanh hạn hàng chưa ủng_hộ tiếp,"[1, 0, 0, 0, 0, 1, 0]"
1764,đóng_gói cẩn than giao hàng nhanh5,"[1, 0, 0, 0, 0, 0, 0]"
1765,giao hàng nhanh đóng_gói cẩn_thận chất_lượng thử dánh giá,"[1, 0, 0, 0, 0, 0, 0]"
1766,đóng_gói sơ sữa 2 hộp móp te_tua bực lắm,"[1, 0, 0, 0, 0, 0, 0]"
1767,shop ban sua chat luong dong goi thi rat can than dong thung chen xop han hoi luon gia flash sale re rat_ung y,"[0, 0, 0, 0, 0, 0, 0]"
1768,bỉm mỏng nhẹ thấm hút tốt mua shop giá rẻ shop tg giao hàng nhanh,"[1, 1, 0, 1, 0, 0, 0]"
1769,sữa hãng giá cực tốt nha mua loại tiết_kiệm lắm mua cám_ơn shop,"[0, 1, 1, 0, 0, 0, 0]"
1770,sữa hạn gói hàng nhanh ủng_hộ shop,"[1, 0, 0, 1, 0, 1, 0]"
1771,mua hàng shop giao nhanh sữa hạn tv nhiet tinh,"[1, 0, 0, 0, 1, 1, 0]"
1772,đóng_gói sp đẹp lon hơi móp méo tí giao hàng nhanh 💪,"[1, 0, 0, 0, 0, 0, 0]"
1773,hàng chuẩn đóng_gói cẩn_thận kg móp mấy shop,"[1, 0, 1, 0, 0, 0, 0]"
1774,giao hàng nhanh sản_phẩm hạn 👍,"[1, 0, 0, 1, 0, 1, 0]"
1775,shop giao hàng nhanh giá rẻ bé ăn hi_vọng bé hợp_tác,"[1, 1, 0, 0, 0, 0, 0]"
1776,giao hàng nhanh đongs gói cản hạn chưa chất_lượng như,"[1, 0, 0, 0, 0, 1, 0]"
1777,mua hàng nhanh,"[1, 0, 0, 0, 0, 0, 0]"
1778,giao nhanh hàng chuẩn chưa !,"[1, 0, 1, 0, 0, 0, 0]"
1779,sữa vị socola vị vani,"[0, 0, 0, 1, 0, 0, 0]"
1780,date 8 2021 giao hàng nhanh đóng_gói ghi hàng vỡ,"[1, 0, 0, 0, 0, 1, 0]"
1781,hàng ok giao nhanh đóng_gói cẩn_thận,"[1, 0, 0, 0, 0, 0, 0]"
1782,date giao hàng nhanh_chóng,"[1, 0, 0, 1, 0, 1, 0]"
1783,date bọc hàng cẩn_thận mh chưa thủe bé hi_cọng hàng chata đảm_bảo,"[1, 0, 0, 0, 0, 1, 0]"
1784,shop giao hàng nhanh đóng_gói cẩn_thận không móp méo lon sữa thời_hạn,"[1, 0, 0, 0, 0, 1, 0]"
1785,hàng chata rẻ ủng_hộ shop dài_dài ^,"[0, 1, 0, 1, 0, 0, 0]"
1786,hàng hạn 2020 sữa ủng_hộ shop,"[0, 0, 0, 0, 0, 1, 0]"
1787,san pham tot lam a mua duoc gia re nua sua tỉp tuc_ung ho shop lan,"[0, 1, 0, 1, 0, 0, 0]"
1788,nhắn shop giao shop giao ship như 1 gió ^ thanks shop,"[1, 0, 0, 0, 0, 0, 0]"
1789,hàng y_như hình chất_lượng oke,"[0, 0, 1, 1, 0, 0, 0]"
1790,sp oke giao hàng hài_lòng sản hiệu_quả,"[1, 0, 0, 1, 0, 0, 0]"
1791,hàng chuẩn giá rẻ mua đại_lí đống gói cẩn_thận đầu mua thử 1 hộp test yên_tâm ủng_hộ shop,"[1, 1, 1, 0, 0, 0, 0]"
1792,shop gói hàng cẩn_thận giao hàng nhanh ủng_hộ shop tiếp hộ sữa,"[1, 0, 0, 0, 0, 0, 0]"
1793,đóng_gói chắc_chắn chưa không ! oke ủng_hộ shop,"[1, 0, 0, 0, 0, 0, 0]"
1794,cảm_on shop,"[0, 0, 0, 0, 0, 0, 0]"
1795,shop giao hàng 2 oy shop nhiệt_tình ủng_hộ shop,"[1, 0, 0, 0, 1, 0, 0]"
1796,giao hàng nhanh đóng_gói hàng cẩn_thận hàng hãng hsd_dài,"[1, 0, 1, 1, 0, 1, 0]"
1797,mua hàng shop mấy sản_phẩm đều như mấy trc ok,"[0, 0, 0, 1, 0, 0, 0]"
1798,shop đóng_gói không cẩn_thận hộp đế cứng móp méo trông hộp sữa mất thẩm_mĩ sữa chưa chưa chất_lượng hi_vọng shop giao hàng gói cẩn_thận shop 4,"[1, 0, 0, 0, 0, 0, 0]"
1799,date hơi ngắn 6,"[0, 0, 0, 0, 0, 1, 0]"
1800,đóng_gói chắc_chắn ms uống mong hợp_tác,"[1, 0, 0, 0, 0, 0, 0]"
1801,hình ko sân pham nhung minh luoi ko chụp hình sản_phẩm ok gọi hàng kỹ ủng_hộ,"[0, 0, 0, 0, 0, 0, 0]"
1802,shop giao nhầm 3 đành làm_ăn chán rõ_ràng 4 nhầm hàng,"[1, 0, 0, 0, 1, 0, 0]"
1803,da mua lan 2 sp tốt chất_lượng tuyệt_vời shop tv ki dong gói hàng dep,"[1, 0, 0, 1, 0, 0, 0]"
1804,canh hộp giấy mua giá_thành rẻ đỡ mất_công đập móp hộp vứt đi,"[0, 1, 0, 0, 0, 0, 0]"
1805,hàng 01 hộp vẻ phập_phồng hơi lo_sợ 😢,"[1, 0, 0, 0, 0, 0, 1]"
1806,mua hộ không chất_lượng shop giao hàng nhanh_chóng,"[1, 0, 0, 0, 0, 0, 0]"
1807,chiều nhanh 👍,"[1, 0, 0, 0, 0, 0, 0]"
1808,kb mấy mua shop tin_tưởng bao_bọc tốt móp 1lon hi_vọng trơn_tru 😤 😩,"[1, 0, 0, 0, 0, 0, 0]"
1809,shop giao hàng nhanh đóng_gói cẩn_thận ủng_hộ shop tiếp,"[1, 0, 0, 0, 0, 0, 0]"
1810,đóng_gói sản_phẩm tuyệt_vời chất_lượng chưa chưa ib,"[1, 0, 0, 0, 0, 0, 0]"
1811,hộp sữa hơi méo tí đít hộp giao hàng nhanh giá rẻ cửa_hàng mẹ bé,"[1, 1, 0, 0, 0, 0, 0]"
1812,đủ hàng 3 hộp móp 1 mong hàng không móp 1 tạm chấp_nhận,"[1, 0, 0, 0, 0, 0, 0]"
1813,hàng hãng chat tốt giao hàng nhanh mua shop shop đóng_gói sơ xài không đồ đệm lót xung_quanh tặng kèm rửa khô chẳng quà tặng kèm,"[1, 0, 1, 1, 1, 0, 0]"
1814,mua 4 shop nhiệt_tình đóng_gói kĩ hàng đúng chuẩn giao hàng nhanh 10 * shop 5 * chưa si nhê chất_lượng shop 👍,"[1, 0, 1, 0, 1, 0, 0]"
1815,đóng_gói kĩ không bóp_méo date 12 mỗi_tội giao hàng hơi xíu chờ mòn_mỏi,"[1, 0, 0, 1, 0, 1, 0]"
1816,giao hàng nhanh sữa check mã_vạch giá sale rẻ,"[1, 1, 1, 0, 0, 0, 0]"
1817,ảnh video klq ship nhanh hài_lòng sản_phẩm,"[1, 0, 0, 1, 0, 0, 0]"
1818,đóng_gói sản_phẩm chắc_chắn giao hàng nhanh giá tốt,"[1, 1, 0, 0, 0, 0, 0]"
1819,giao hàng nhanh đóng_gói hàng cẩn_thận thanks shop,"[1, 0, 0, 0, 0, 0, 0]"
1820,mua hàng shop đóng_gói chắc_chắn giao hàng nhanh,"[1, 0, 0, 0, 0, 0, 0]"
1821,giao hàng đầy_đủ vẻ không nhanh như chấp ủngnhận hộ shop,"[1, 0, 0, 0, 0, 0, 0]"
1822,mua sữa shop hàng đóng_gói cẩn_thận giá giao hàng nhanh,"[1, 1, 0, 0, 0, 0, 0]"
1823,hàng giao nhanh đóng_gói chắc_chắn hạn đúng,"[1, 0, 0, 1, 0, 1, 0]"
1824,hàng đóng_gói kỹ chắc_chắn giao nhanh sản_phẩm_chất_lượng hạn,"[1, 0, 0, 1, 0, 1, 0]"
1825,sữa chuẩn đóng_gói sơ_sài không bọc kĩ 1 hộp rách chảy sữa vất đi,"[1, 0, 1, 0, 0, 0, 0]"
1826,hộp méo móp không hài_lòng lắm shop 4 nhắc nhẹ,"[1, 0, 0, 0, 0, 0, 0]"
1827,hàng chuẩn hãng không vỏ hộp móp,"[1, 0, 1, 0, 0, 0, 0]"
1828,bỉm tốt shop đống gói cẩn_thận giao hàng nhanh bỉm ủng_hộ shop,"[1, 0, 0, 1, 0, 0, 0]"
1829,sp ok giao hàng nhanh đóng_gói chắc_chắn oke,"[1, 0, 0, 0, 0, 0, 0]"
1830,đầu mua thử hạn,"[0, 0, 0, 1, 0, 1, 0]"
1831,đóng_gói cẩn_thận mua mấy shop ưng_ý lắm,"[1, 0, 0, 0, 0, 0, 0]"
1832,ôi shop đóng_gói sữa cẩn_thận dã_man chưa shop gói hàng cẩn_thận ủng_hộ shop,"[1, 0, 0, 0, 0, 0, 0]"
1833,sữa tốt giá_cả giao hàng nhanh đóng_gói cẩn_thận,"[1, 1, 0, 1, 0, 0, 0]"
1834,giao hàng nhanh đóng_gói cẩn_thận sản_phẩm đúng mô_tả giá tốt,"[1, 1, 1, 0, 0, 0, 0]"
1835,sản_phẩm như hình giao hàng nhanh đóng_gói cẩn_thận,"[1, 0, 0, 0, 0, 0, 0]"
1836,hài_lòng giao nhanh mua r chất mua,"[1, 0, 1, 1, 0, 1, 0]"
1837,chất_lượng sản_phẩm tuyệt vơi mua nhieu giá rẻ giao hàng nhanh,"[1, 1, 0, 1, 0, 0, 0]"
1838,shop phục_vụ ! mùa mưa_lũ phục_vụ tốt ! chúc shop đắt hàng !,"[0, 0, 0, 0, 1, 0, 0]"
1839,mua sữa giá rẻ trông sữa hãng vọng hàng chất_lượng,"[0, 1, 1, 0, 0, 0, 0]"
1840,đot mua nam giá tốt đot shop giá mua,"[0, 1, 0, 0, 0, 0, 0]"
1841,nan,"[0, 0, 0, 0, 0, 0, 0]"
1842,hang_chuan moi giao nhan lan dau tien mua cua shop nhung rat hai long se_ung ho shop tiep,"[0, 0, 1, 0, 0, 0, 0]"
1843,mua 2 shop sữa tốt giao hàng nhanh_chóng hạn,"[1, 0, 0, 1, 0, 1, 0]"
1844,2 mua sữa shop giá rẻ ủng_hộ,"[0, 1, 0, 0, 0, 0, 0]"
1845,hộp t5 - t6 gi rôi ii,"[0, 0, 0, 0, 0, 0, 0]"
1846,hàng hộp sữa hơi méo một_chút hộp sữa thơm mịn bé hợp ủng_hộ shop,"[1, 0, 0, 1, 0, 0, 0]"
1847,giao hàng nhanh ! đongs gói kỹ_càng cẩn_thận hài_lòng !,"[1, 0, 0, 0, 0, 0, 0]"
1848,hạn giao hàng nhanh shop gói hàng thận chúc shop đắt hàng !,"[1, 0, 0, 1, 0, 1, 0]"
1849,giao hàng nhanh đóng_gói cẩn_thận shop ủng_hộ,"[1, 0, 0, 0, 0, 0, 0]"
1850,shop chú_ý đóng_gói hàng không nhầm hàng ý_muốn,"[1, 0, 0, 0, 1, 0, 0]"
1851,giao hàng nhanh chắc_chắn sản_phẩm tốt ủng_hộ shop dài_dài,"[1, 0, 0, 1, 0, 0, 0]"
1852,hàng chuẩn shop giao hàng nhanh như gió shop buôn may tốt 👍 🏻 👍 🏻,"[1, 0, 1, 0, 0, 0, 0]"
1853,sữa mh tra mã_vạch ok mẫu dán nắp sữa cũ mua nắp không tờ giấy như sữa cũ mua 1 giải_thích shop thắc_mắc ?,"[0, 0, 1, 0, 0, 0, 0]"
1854,shop gói hàng cẩn_thận hạn,"[1, 0, 0, 0, 0, 1, 0]"
1855,hàng oke đóng_gói cẩn_thận pp,"[1, 0, 0, 0, 0, 0, 0]"
1856,hàng như shop giao hàng nhanh_chóng shop,"[1, 0, 0, 0, 0, 0, 0]"
1857,hàng chuẩn ủng ỉn chế dài_dài !,"[0, 0, 1, 0, 0, 0, 0]"
1858,thơm ngon m ủng_hộ shop,"[0, 0, 0, 1, 0, 0, 0]"
1859,ảnh video không kiếm xu_nề ta mì sa ràng hê ếềê gái nhật nha,"[0, 0, 0, 0, 0, 0, 0]"
1860,c9n uống sữa bv sinh sữa hợp không béo lên_cân đều uống dặm 2 cữ không đủ sữa mẹ,"[0, 0, 0, 0, 0, 0, 1]"
1861,đầu mua shop sữa m mua trc ok vc hơi chút,"[1, 0, 0, 0, 0, 0, 0]"
1862,nznja_sl,"[0, 0, 0, 0, 0, 0, 0]"
1863,giao hàng nhanh sữa thơm bé unhr hộ shop,"[1, 0, 0, 1, 0, 0, 0]"
1864,mua shop giá tốt sữa tốt 🥰 🥰 ủng_hộ dài_dài,"[0, 1, 0, 1, 0, 0, 0]"
1865,giao hàng móp méo hàng buồn giao hàng shop 5,"[1, 0, 0, 0, 0, 0, 0]"
1866,giá gian giao hàng gói kỹ_càng bọc xốp,"[1, 1, 0, 1, 1, 0, 0]"
1867,shop giao hàng siêu nhanh hàng đúng loại bỉm giá rẻ thấm hút tốt oke,"[1, 1, 1, 1, 0, 0, 0]"
1868,giao hàng 1 đóng_gói bọc xốp cẩn_thận hạn ( 2021 ),"[1, 0, 0, 0, 0, 1, 0]"
1869,k s keo gắn bột milo không mịn không ngon lắm bé không,"[0, 0, 0, 0, 0, 1, 0]"
1870,ưng gói hàng cẩn_thận sữa hạn 3.5.2 hộp không méo móp ủng_hộ shop,"[1, 0, 0, 0, 0, 1, 0]"
1871,sản_phẩm hạn đóng_gói cẩn_thận giao hàng nhanh ủng_hộ shop,"[1, 0, 0, 1, 0, 1, 0]"
1872,đóng_gói chắc_chắn,"[1, 0, 0, 0, 0, 0, 0]"
1873,đóng_gói đẹp nhanh,"[1, 0, 0, 0, 0, 0, 0]"
1874,[ tb ] quy khach dung quen doi diem de nhan u dai data mien phi bam goi * 098 # hoac truy cap ung_dung my_viettel tai ( muc de doi diem chi tiet lh 198 ( 0d ),"[0, 0, 0, 0, 0, 0, 0]"
1875,shop giao hàng nhanh đóng_gói cẩn_thận hsd 202 thoải_mái lô hàng,"[1, 0, 0, 0, 0, 1, 0]"
1876,giao hàng nhanh_chóng đóng_gói sản_phẩm cẩn_thận hài_lòng giá_cả,"[1, 1, 0, 0, 0, 0, 0]"
1877,bọc quạt vừa_vặn chồm 1chút sữa mua 2 không đóng_gói đẹp chắc_chắn,"[1, 0, 0, 0, 1, 0, 0]"
1878,sữa sale hợp_lí mã shop hàng nhanh ủng_hộ đợt sale tiếp,"[1, 1, 0, 0, 0, 0, 0]"
1879,hàng chuẩn_nan nga giá rẻ shoppe shop sản_phẩm tốt chất_lượng khách_hàng,"[0, 1, 1, 1, 0, 0, 0]"
1880,shop nhiệt_tình giao hàng nhanh chưa chưa chất_lượng rẻ shop,"[1, 1, 0, 0, 1, 0, 0]"
1881,giao hàng nhanh chất_lượng tốt mua lâu_dài xnskich,"[1, 0, 0, 1, 0, 0, 0]"
1882,quên không chụp ảnh tạm ảnh shop bọc hàng siêu cẩn_thận !,"[1, 0, 0, 0, 0, 0, 0]"
1883,giao hàng nhanh đóng_gói chắc_chắn oooooôk ủng_hộ shop dài_dài,"[1, 0, 0, 0, 0, 0, 0]"
1884,chất_lượng tốt giao hàng nhanh_trừ đủ shop nhiệt_tình dễ_thương ❤ ️ ❤ ️ ❤ ️,"[1, 0, 0, 1, 1, 0, 0]"
1885,giao hàng để_ý mấy jt expres giao mất 4 - 5 ít mất tuần giao hàng đợi mòn đóng_gói hàng ổn,"[1, 0, 0, 0, 0, 0, 0]"
1886,bé uống đầu mong mập chiều uh shop,"[0, 0, 0, 1, 0, 0, 0]"
1887,hn hcm hai v nhanh đóng_gói kĩ_càng hàng chuẩn,"[1, 0, 1, 0, 0, 0, 0]"
1888,sữa thơm ngon bé uống,"[0, 0, 0, 1, 0, 0, 0]"
1889,giao hàng nhanh hạn 5 2021 giá hợp_lý đóng_gói sản_phẩm ổn,"[1, 1, 0, 0, 0, 1, 0]"
1890,sữa đêm ngon uống sữa béo_béo thơm thơm uống hoài không bé ớn kko,"[0, 0, 0, 0, 0, 0, 1]"
1891,hàng đẹp shop nhiệt_tình shipper siêu dễ_thương dễ_tính : ),"[1, 0, 0, 0, 1, 0, 0]"
1892,giao hàng nhanh hôm_qua hôm_nay hàng hạn yên_tâm,"[1, 0, 0, 1, 0, 1, 0]"
1893,dksjs dksns ksks sọ diwj sshdi eidj eisj,"[0, 0, 0, 0, 0, 0, 0]"
1894,mặc_dù lon sữa hơi móp méo shop tư_vấn nhiệt_tình trừ hàng chất_lượng 5 : ),"[1, 0, 0, 1, 1, 0, 0]"
1895,hàng giao nhanh date xa_tít đóng_gói cẩn_thận mua shop tục ủng_hộ,"[1, 0, 0, 0, 0, 1, 0]"
1896,giao hàng nhanh dã_man đóng_gói cẩn_thận nè mua ak,"[1, 0, 0, 0, 0, 0, 0]"
1897,shop gh siêu nhanh sữa chuẩn đúng độ thanks,"[1, 0, 1, 0, 0, 0, 0]"
1898,bé uống sữa shop đống hàng chắc_chắn cẩn_thận,"[1, 0, 0, 0, 0, 0, 0]"
1899,giao hàng siêu nhanh đóng_gói hàng cản thận bé uống oke mua tiếp !,"[1, 0, 0, 0, 0, 0, 0]"
1900,shop gói hàng cẩn sản_phẩm tuyệt_vời ủng_hộ shop,"[1, 0, 0, 1, 0, 0, 0]"
1901,hàng hạn 3 / 6 / 202 hài_lòng,"[0, 0, 0, 1, 0, 1, 0]"
1902,da_nhan hang_lan se_ung ho shop tiep,"[0, 0, 0, 0, 0, 0, 0]"
1903,shop giao hàng nhanh đóng_gói cẩn_thận,"[1, 0, 0, 0, 0, 0, 0]"
1904,mua chất_lượng tốt đóng gỏi kỹ_càng không hài_lòng,"[1, 0, 0, 1, 0, 0, 0]"
1905,giao hàng nhanh mua quen 😍,"[1, 0, 0, 0, 0, 0, 0]"
1906,hàng dính băng_keo xấu a mong shop đừng dán keo a,"[1, 0, 0, 0, 0, 0, 0]"
1907,3 hộp đều móp chất_lượng sữa oke,"[1, 0, 0, 0, 0, 0, 0]"
1908,kiếm sữa đêm bé hơi mệt giá rẻ shop nè ship siêu siêu nhanh,"[1, 1, 0, 0, 0, 0, 0]"
1909,gói hàng cẩn_thận đổi sữa hy_vọng hợp cân k táo_bón mong hàng chuẩn giá rẻ,"[1, 1, 0, 0, 0, 0, 0]"
1910,hàng nhanh giao hàng mất 2 sản_phẩm đóng_gói cẩn_thận,"[1, 0, 0, 0, 0, 0, 0]"
1911,sản_phẩm đúng mô_tả thời_hạn ủng_hộ shop thank you much shop !,"[0, 0, 0, 0, 0, 1, 0]"
1912,giao hàng nhanh mua 2 tín_nhiệm shop,"[1, 0, 0, 0, 0, 0, 0]"
1913,giao hàng nhanh đóng_gói cẩn thử phục_vụ tốt,"[1, 0, 0, 0, 0, 0, 0]"
1914,đóng_gói hàng cẩn_thận giá tốt mua nha thx shop,"[1, 1, 0, 0, 0, 0, 0]"
1915,sữa lon không móp đóng_gói cân thận cam ơn shop,"[1, 0, 0, 0, 0, 0, 0]"
1916,giao sản_phẩm nhanh đóng_gói cân thận không mop méo sữa ngửi thơm,"[1, 0, 0, 1, 0, 0, 0]"
1917,giao hàng nhanh mua mã giảm_giá giá tốt chưa chưa chất_lượng,"[1, 1, 0, 0, 0, 0, 0]"
1918,hàng xịn sò mua cu chất_lượng ổn giao hàng nhanh,"[1, 0, 0, 1, 0, 0, 0]"
1919,chất_lượng sản_phẩm tuyệt_vời shop tư_vấn nhiệt_tình giao hàng nhanh,"[1, 0, 0, 1, 1, 0, 0]"
1920,đóng_gói cẩn_thận 5 shop,"[1, 0, 0, 0, 0, 0, 0]"
1921,hình_ảnh không shop giao hàng nhanh đóng_gói cẩn_thận mua shop,"[1, 0, 0, 0, 0, 0, 0]"
1922,hàng đóng_gói thận mua giá rẻ thị_trường check mã_vạch hi_vọng hàng đúng chất lương uống lo lắm dạo hàng giả : (,"[1, 1, 1, 0, 0, 0, 0]"
1923,giào hàng nhanh chât sản_phẩm tôt tiêp tục ủng_hộ,"[1, 0, 0, 1, 0, 0, 0]"
1924,đóng_gói đẹp giao hàng nhanh quà tặng balo đẹp lắm nha mua kèm deals 0 đồng 👍,"[1, 1, 0, 0, 1, 0, 0]"
1925,giao hàng nhanh đag bé bất_tiện loại hộp giấy giá_cả,"[1, 1, 0, 1, 0, 0, 0]"
1926,mã giảm_giá mua thanh_toán hy_vọng shop mã dạo ít,"[0, 1, 0, 0, 0, 0, 0]"
1927,hông mua mấy mua tiếp hi_vọng săn sale,"[0, 0, 0, 0, 0, 0, 1]"
1928,sản_phẩm đúng như đăng đóng_gói sap kỹ_càng giao hàng hơi chậm,"[1, 0, 0, 0, 0, 0, 0]"
1929,mua 2 hài_lòng lăm mua tiếp ^ giao hàng nhanh,"[1, 0, 0, 0, 0, 0, 0]"
1930,hàng chuẩn nha bọc cẩn_thận bé uống nhanh lắm,"[1, 0, 1, 1, 1, 0, 0]"
1931,shop gói hàng cẩn_thận túi sữa nguyên_vẹn bột sữa thơm ngon,"[1, 0, 0, 1, 0, 0, 0]"
1932,giao hơi mong_đợi hy_vọng sữa thiệt chjwa giao,"[1, 0, 0, 0, 0, 0, 0]"
1933,sản_phẩm ok shop đóng_gói kĩ giao hàng shop,"[1, 0, 0, 1, 0, 0, 0]"
1934,mua 5 hộp,"[0, 0, 0, 0, 0, 0, 0]"
1935,hành ưng_ý,"[0, 0, 0, 0, 0, 0, 1]"
1936,mua 3 yên_tâm chất_lượng chúc shop vững uy_tín bền khách_hàng nha,"[0, 0, 0, 1, 0, 0, 0]"
1937,bạn_đọc đúng hướng_dẫn khuyến ãi 5 hihi,"[0, 0, 0, 0, 0, 0, 0]"
1938,giao nhanh hợp_lý,"[1, 0, 0, 0, 1, 0, 0]"
1939,bé ăn date giao hàng nhanh giá rẻ thị_trường ủng_hộ,"[1, 1, 0, 0, 0, 1, 0]"
1940,sản_phẩm tốt shop tư_vấn nhiệt_tình,"[0, 0, 0, 1, 1, 0, 0]"
1941,giá rẻ chú_ý giao hàng móp sữa,"[1, 1, 0, 0, 0, 0, 0]"
1942,hàng giao hàng nhanh đóng_gói cẩn_thận sữa thơm ! date_dài ! ủng_hộ dài_dài,"[1, 0, 0, 1, 0, 1, 0]"
1943,giao hàng hơi,"[1, 0, 0, 0, 0, 0, 0]"
1944,chất_lượng tốt,"[0, 0, 0, 1, 0, 0, 0]"
1945,da tin_dụng mong quà bé ơn shop tv nhiệt_tình ủng_ho,"[0, 0, 0, 0, 1, 0, 0]"
1946,giao hàng nhanh thấm hút oke bé 3 mông háng hăm đỏ 😑,"[1, 0, 0, 1, 0, 1, 0]"
1947,giao hàng gói cẩn_thận hi_vọng sữa hãng ủng_hộ,"[1, 0, 0, 0, 0, 0, 0]"
1948,sản_phẩm tốt shop mua 2 mua tiếp ủng_hộ,"[0, 0, 0, 1, 0, 0, 0]"
1949,date lắm uống tiện không như hộp,"[0, 0, 0, 0, 0, 1, 0]"
1950,giao hang rat goi san pham_chac su dung nen chua biet chat luong,"[0, 0, 0, 0, 0, 0, 0]"
1951,giao hàng nhanh giá rẻ shop shop tư_vấn nhanh,"[1, 1, 0, 0, 1, 0, 0]"
1952,shop đóng_gói sữa kỹ giao hàng nhanh hạn_dùng giá tốt,"[1, 1, 0, 0, 0, 1, 0]"
1953,gsns đi dxjxksn dck đẹn c,"[0, 0, 0, 0, 0, 0, 0]"
1954,hàng sản_phẩm tuyệt hàng nhanh,"[1, 0, 1, 1, 0, 0, 0]"
1955,nan,"[0, 0, 0, 0, 0, 0, 1]"
1956,hàng đóng_gói cẩn_thận giao hàng nhanh mua tiếp ok,"[1, 0, 0, 0, 0, 0, 0]"
1957,hàng chất_lượng oke lắm mua không shop 5,"[0, 0, 0, 1, 0, 0, 0]"
1958,giao hàng nhanh hàng shop đóng_gói cẩn_thận sữa thơm uống,"[1, 0, 0, 1, 0, 0, 0]"
1959,mua suy_nghĩ hàng giá shop lượt mua tạm tin_tưởng,"[0, 1, 1, 0, 0, 0, 0]"
1960,nan,"[0, 0, 0, 0, 0, 0, 0]"
1961,hạt sữa to sữa mua hàng_xách hạt sữa to sữa mua hàng_xách không chất_lượng tn,"[0, 0, 0, 0, 0, 0, 1]"
1962,hàng siêu nhanh đính kèm quà xinh yêu thanks shop,"[1, 0, 0, 0, 1, 0, 0]"
1963,giao hàng chuẩn không móp gói hàng đẹp kỹ hài_lòng,"[1, 0, 1, 1, 0, 0, 0]"
1964,shop đóng_gói sữa chắc_chắn hộp không móp méo giao hàng nhanh hôm_qua hôm_nay giá rẻ nhưngz shop,"[1, 1, 0, 0, 0, 0, 0]"
1965,ok ủng_hộ tiếp 👍,"[0, 0, 0, 1, 0, 0, 0]"
1966,shop giao hàng nhanh đóng_gói cẩn_thận,"[1, 0, 0, 0, 0, 0, 0]"
1967,đóng_gói cẩn_thận đầy_đủ quà tặng mong chất_lượng ok giao hàng nhanh,"[1, 0, 0, 0, 1, 0, 0]"
1968,giao nội_thành siêu nhanh sản_phẩm hạn thanks shop oke ủng_hộ,"[1, 0, 0, 0, 0, 1, 0]"
1969,ship nhanh hạn hình_thức đẹp đóng_gói tốt giá hợp_lý,"[1, 1, 0, 0, 0, 1, 0]"
1970,mua n bé uống ủng_hộ shop dài_dài,"[0, 0, 0, 1, 0, 0, 1]"
1971,shop đóng_gói cẩn_thận giao hàng nhanh sản_phẩm hạn chất_lượng tốt ủng_hộ shop lâu_dài,"[1, 0, 0, 1, 1, 1, 0]"
1972,mua 1 hộp oke mua 2 hộp đóng_gói kỹ bọc chống sốc hai hộp vỏ hộp cattong không móp méo bóc vỏ chống sốc hộp sữa móp méo như méo chỗ không hề như vận_chuyển bực vọng,"[1, 0, 0, 0, 1, 0, 0]"
1973,giao hàng nhanh đóng_gói cẩn_thận chu_đáo date sữa ủng_hộ,"[1, 0, 0, 0, 0, 1, 0]"
1974,f ts hg bi không dt uh ug vh td ug trvj yd uhu konoj,"[0, 0, 0, 0, 0, 0, 0]"
1975,shop hàng nhanh giao hàng đúng kích_thước mùi bỉm mùi mua,"[1, 0, 0, 1, 0, 0, 0]"
1976,giao hàng nhanh mua shop uống sữa tốt lắm,"[1, 0, 0, 1, 0, 0, 0]"
1977,giao hàng không chý theo_dõi đơn hàng hối_thúc giao hàng hà_nội 8 giao khách_hàng nản vô_cùng shop,"[1, 0, 0, 0, 0, 0, 0]"
1978,giao nhanh hàng chất lượnh ủng_hộ dài_dài ạ_😘,"[1, 0, 0, 1, 0, 0, 0]"
1979,chat luong sản_phẩm tot da mua nhieu lan,"[0, 0, 0, 1, 0, 0, 0]"
1980,sản_phẩm 2 ngăn tách_biệt ngăn đựng máy hút sữa ngăn đựng sữa sản_phẩm hai : cầm quai xách đeo vai ( đeo chéo mẫu 1 2 3 4 mẫu 5 đeo như 1 balo ) ngăn gel lạnh chống ẩm ngăn phầ,"[0, 0, 0, 0, 0, 0, 0]"
